PROTID,PROTLEN,ISFWD,DEFLINE,NUMXML,ALL_ID,MAXPW,ALL_PW,ALL_LOCALPW,MAXINIPROB,WT_MAXINIPROB,MAXINIPROBUNIQ,ALL_NUMPEPSTOT,ALL_NUMPEPSUNIQ,ALL_NUMSPECSTOT,ALL_NUMSPECSUNIQ,X2021_01_20_CORALEGGS_10B_23_ID,X2021_01_20_CORALEGGS_10B_23_PW,X2021_01_20_CORALEGGS_10B_23_NUMPEPSTOT,X2021_01_20_CORALEGGS_10B_23_NUMPEPSUNIQ,X2021_01_20_CORALEGGS_10B_23_NUMSPECSTOT,X2021_01_20_CORALEGGS_10B_23_TOTNSAF,X2021_01_20_CORALEGGS_10B_23_NUMSPECSUNIQ,X2021_01_20_CORALEGGS_10B_23_UNIQNSAF,X2021_01_20_CORALEGGS_10B_23_NUMSPECSADJ,X2021_01_20_CORALEGGS_10B_23_ADJNSAF,X2021_01_20_CORALEGGS_10NB_13_ID,X2021_01_20_CORALEGGS_10NB_13_PW,X2021_01_20_CORALEGGS_10NB_13_NUMPEPSTOT,X2021_01_20_CORALEGGS_10NB_13_NUMPEPSUNIQ,X2021_01_20_CORALEGGS_10NB_13_NUMSPECSTOT,X2021_01_20_CORALEGGS_10NB_13_TOTNSAF,X2021_01_20_CORALEGGS_10NB_13_NUMSPECSUNIQ,X2021_01_20_CORALEGGS_10NB_13_UNIQNSAF,X2021_01_20_CORALEGGS_10NB_13_NUMSPECSADJ,X2021_01_20_CORALEGGS_10NB_13_ADJNSAF,X2021_01_20_CORALEGGS_13B_07_ID,X2021_01_20_CORALEGGS_13B_07_PW,X2021_01_20_CORALEGGS_13B_07_NUMPEPSTOT,X2021_01_20_CORALEGGS_13B_07_NUMPEPSUNIQ,X2021_01_20_CORALEGGS_13B_07_NUMSPECSTOT,X2021_01_20_CORALEGGS_13B_07_TOTNSAF,X2021_01_20_CORALEGGS_13B_07_NUMSPECSUNIQ,X2021_01_20_CORALEGGS_13B_07_UNIQNSAF,X2021_01_20_CORALEGGS_13B_07_NUMSPECSADJ,X2021_01_20_CORALEGGS_13B_07_ADJNSAF,X2021_01_20_CORALEGGS_13NB_22_ID,X2021_01_20_CORALEGGS_13NB_22_PW,X2021_01_20_CORALEGGS_13NB_22_NUMPEPSTOT,X2021_01_20_CORALEGGS_13NB_22_NUMPEPSUNIQ,X2021_01_20_CORALEGGS_13NB_22_NUMSPECSTOT,X2021_01_20_CORALEGGS_13NB_22_TOTNSAF,X2021_01_20_CORALEGGS_13NB_22_NUMSPECSUNIQ,X2021_01_20_CORALEGGS_13NB_22_UNIQNSAF,X2021_01_20_CORALEGGS_13NB_22_NUMSPECSADJ,X2021_01_20_CORALEGGS_13NB_22_ADJNSAF,X2021_01_20_CORALEGGS_21B_17_ID,X2021_01_20_CORALEGGS_21B_17_PW,X2021_01_20_CORALEGGS_21B_17_NUMPEPSTOT,X2021_01_20_CORALEGGS_21B_17_NUMPEPSUNIQ,X2021_01_20_CORALEGGS_21B_17_NUMSPECSTOT,X2021_01_20_CORALEGGS_21B_17_TOTNSAF,X2021_01_20_CORALEGGS_21B_17_NUMSPECSUNIQ,X2021_01_20_CORALEGGS_21B_17_UNIQNSAF,X2021_01_20_CORALEGGS_21B_17_NUMSPECSADJ,X2021_01_20_CORALEGGS_21B_17_ADJNSAF,X2021_01_20_CORALEGGS_21NB_09_ID,X2021_01_20_CORALEGGS_21NB_09_PW,X2021_01_20_CORALEGGS_21NB_09_NUMPEPSTOT,X2021_01_20_CORALEGGS_21NB_09_NUMPEPSUNIQ,X2021_01_20_CORALEGGS_21NB_09_NUMSPECSTOT,X2021_01_20_CORALEGGS_21NB_09_TOTNSAF,X2021_01_20_CORALEGGS_21NB_09_NUMSPECSUNIQ,X2021_01_20_CORALEGGS_21NB_09_UNIQNSAF,X2021_01_20_CORALEGGS_21NB_09_NUMSPECSADJ,X2021_01_20_CORALEGGS_21NB_09_ADJNSAF,X2021_01_20_CORALEGGS_26B_21_ID,X2021_01_20_CORALEGGS_26B_21_PW,X2021_01_20_CORALEGGS_26B_21_NUMPEPSTOT,X2021_01_20_CORALEGGS_26B_21_NUMPEPSUNIQ,X2021_01_20_CORALEGGS_26B_21_NUMSPECSTOT,X2021_01_20_CORALEGGS_26B_21_TOTNSAF,X2021_01_20_CORALEGGS_26B_21_NUMSPECSUNIQ,X2021_01_20_CORALEGGS_26B_21_UNIQNSAF,X2021_01_20_CORALEGGS_26B_21_NUMSPECSADJ,X2021_01_20_CORALEGGS_26B_21_ADJNSAF,X2021_01_20_CORALEGGS_26NB_15_ID,X2021_01_20_CORALEGGS_26NB_15_PW,X2021_01_20_CORALEGGS_26NB_15_NUMPEPSTOT,X2021_01_20_CORALEGGS_26NB_15_NUMPEPSUNIQ,X2021_01_20_CORALEGGS_26NB_15_NUMSPECSTOT,X2021_01_20_CORALEGGS_26NB_15_TOTNSAF,X2021_01_20_CORALEGGS_26NB_15_NUMSPECSUNIQ,X2021_01_20_CORALEGGS_26NB_15_UNIQNSAF,X2021_01_20_CORALEGGS_26NB_15_NUMSPECSADJ,X2021_01_20_CORALEGGS_26NB_15_ADJNSAF,X2021_01_20_CORALEGGS_66B_14_ID,X2021_01_20_CORALEGGS_66B_14_PW,X2021_01_20_CORALEGGS_66B_14_NUMPEPSTOT,X2021_01_20_CORALEGGS_66B_14_NUMPEPSUNIQ,X2021_01_20_CORALEGGS_66B_14_NUMSPECSTOT,X2021_01_20_CORALEGGS_66B_14_TOTNSAF,X2021_01_20_CORALEGGS_66B_14_NUMSPECSUNIQ,X2021_01_20_CORALEGGS_66B_14_UNIQNSAF,X2021_01_20_CORALEGGS_66B_14_NUMSPECSADJ,X2021_01_20_CORALEGGS_66B_14_ADJNSAF,X2021_01_20_CORALEGGS_66NB_16_ID,X2021_01_20_CORALEGGS_66NB_16_PW,X2021_01_20_CORALEGGS_66NB_16_NUMPEPSTOT,X2021_01_20_CORALEGGS_66NB_16_NUMPEPSUNIQ,X2021_01_20_CORALEGGS_66NB_16_NUMSPECSTOT,X2021_01_20_CORALEGGS_66NB_16_TOTNSAF,X2021_01_20_CORALEGGS_66NB_16_NUMSPECSUNIQ,X2021_01_20_CORALEGGS_66NB_16_UNIQNSAF,X2021_01_20_CORALEGGS_66NB_16_NUMSPECSADJ,X2021_01_20_CORALEGGS_66NB_16_ADJNSAF,X2021_01_20_CORALEGGS_74B_08_ID,X2021_01_20_CORALEGGS_74B_08_PW,X2021_01_20_CORALEGGS_74B_08_NUMPEPSTOT,X2021_01_20_CORALEGGS_74B_08_NUMPEPSUNIQ,X2021_01_20_CORALEGGS_74B_08_NUMSPECSTOT,X2021_01_20_CORALEGGS_74B_08_TOTNSAF,X2021_01_20_CORALEGGS_74B_08_NUMSPECSUNIQ,X2021_01_20_CORALEGGS_74B_08_UNIQNSAF,X2021_01_20_CORALEGGS_74B_08_NUMSPECSADJ,X2021_01_20_CORALEGGS_74B_08_ADJNSAF,X2021_01_20_CORALEGGS_74NB_20_ID,X2021_01_20_CORALEGGS_74NB_20_PW,X2021_01_20_CORALEGGS_74NB_20_NUMPEPSTOT,X2021_01_20_CORALEGGS_74NB_20_NUMPEPSUNIQ,X2021_01_20_CORALEGGS_74NB_20_NUMSPECSTOT,X2021_01_20_CORALEGGS_74NB_20_TOTNSAF,X2021_01_20_CORALEGGS_74NB_20_NUMSPECSUNIQ,X2021_01_20_CORALEGGS_74NB_20_UNIQNSAF,X2021_01_20_CORALEGGS_74NB_20_NUMSPECSADJ,X2021_01_20_CORALEGGS_74NB_20_ADJNSAF
lcl|c232983_g2_i2|m.17991,490,1,lcl c232983_g2_i2 g.17991  ORF lcl c232983_g2_i2 g.17991 lcl c232983_g2_i2 m.17991 type:complete len:490 (+) lcl c232983_g2_i2:187-1656(+),12,1006-a,1,1,1,0.999,1,0.999,5,5,27,27,259-a,1,3,3,3,40.5007,3,45.9896,3,44.1257,647-a,0.9999,2,2,2,26.9029,2,30.7123,2,29.5677,245-a,1,2,2,2,27.574,2,32.1454,2,30.707,763-a,0.998,2,2,2,26.2333,2,30.1775,2,28.8939,272-a,1,2,2,2,25.5835,2,29.1389,2,28.0992,264-a,1,3,3,3,37.1932,3,42.5206,3,40.7039,220-a,1,2,2,2,31.326,2,35.373,2,34.1067,790-a,0.9952,1,1,1,13.5009,1,15.4516,1,14.8498,531-a,1,3,3,3,43.7253,3,49.3338,3,47.8222,301-a,1,2,2,2,23.1725,2,26.4522,2,25.3282,291-a,1,2,2,2,24.5277,2,27.6944,2,26.7152,312-a,1,3,3,3,33.8816,3,38.3037,3,36.7603
lcl|c233012_g3_i3|m.18031,551,1,lcl c233012_g3_i3 g.18031  ORF lcl c233012_g3_i3 g.18031 lcl c233012_g3_i3 m.18031 type:5prime_partial len:551 (+) lcl c233012_g3_i3:1-1653(+),12,1007-a,1,1,1,0.999,1,0.999,25,25,130,130,517-a,1,12,12,12,144.068,12,163.5928,12,156.9625,538-a,1,13,13,14,167.472,14,191.1856,14,184.06,508-a,1,12,12,12,147.1282,12,171.52,12,163.845,539-a,1,10,10,11,128.3097,11,147.6013,11,141.3233,542-a,1,6,6,6,68.2536,6,77.7389,6,74.9651,554-a,1,10,10,10,110.252,10,126.0442,10,120.659,450-a,1,8,8,8,111.4318,8,125.8279,8,121.3234,236-a,1,12,12,12,144.0748,12,164.892,12,158.4692,532-a,1,9,9,9,116.6537,9,131.6166,9,127.5837,612-a,1,11,11,12,123.6429,12,141.1424,12,135.1449,592-a,1,11,11,11,119.9676,11,135.4564,11,130.667,634-a,1,13,13,13,130.566,13,147.6072,13,141.6596
lcl|c233024_g1_i6|m.18051,1029,1,lcl c233024_g1_i6 g.18051  ORF lcl c233024_g1_i6 g.18051 lcl c233024_g1_i6 m.18051 type:complete len:1029 (+) lcl c233024_g1_i6:198-3284(+),12,1008-a,1,1,1,0.999,1,0.999,19,19,96,96,518-a,1,7,7,7,45.0008,7,51.0996,7,49.0285,539-a,1,5,5,5,32.0273,5,36.5623,5,35.1996,509-a,1,11,11,11,72.2177,11,84.1904,11,80.4231,540-a,1,8,8,8,49.9681,8,57.4809,8,55.036,543-a,1,9,9,9,54.8217,9,62.4404,9,60.2125,555-a,1,9,9,9,53.1331,9,60.7437,9,58.1485,451-a,1,5,5,6,44.7514,6,50.5329,6,48.7239,505-a,1,6,6,6,38.574,6,44.1475,6,42.4279,533-a,1,8,8,8,55.5242,8,62.6461,8,60.7266,613-a,1,9,9,9,49.6554,9,56.6833,9,54.2747,593-a,1,9,9,9,52.5594,9,59.3452,9,57.2469,635-a,1,9,9,9,48.4022,9,54.7196,9,52.5148
lcl|c233030_g2_i3|m.18059,1298,1,lcl c233030_g2_i3 g.18059  ORF lcl c233030_g2_i3 g.18059 lcl c233030_g2_i3 m.18059 type:complete len:1298 (+) lcl c233030_g2_i3:216-4109(+),12,1009-a,1,1,1,0.999,1,0.999,13,13,62,62,519-a,1,3,3,3,15.2892,3,17.3613,3,16.6576,540-a,1,4,4,4,20.3119,4,23.188,4,22.3238,510-a,1,3,3,3,15.614,3,18.2025,3,17.388,541-a,1,6,6,6,29.7095,6,34.1763,6,32.7227,544-a,1,5,5,5,24.1447,5,27.5001,5,26.5188,556-a,1,6,6,6,28.0811,6,32.1034,6,30.7318,452-a,1,5,5,5,29.5642,5,33.3837,5,32.1885,506-a,1,5,5,5,25.4832,5,29.1652,5,28.0292,534-a,1,6,6,6,33.0129,6,37.2474,6,36.1061,614-a,1,6,6,6,26.2432,6,29.9574,6,28.6845,594-a,1,8,8,8,37.0372,8,41.819,8,40.3404,636-a,1,5,5,5,21.3174,5,24.0997,5,23.1286
lcl|c215819_g3_i2|m.4218,242,1,lcl c215819_g3_i2 g.4218  ORF lcl c215819_g3_i2 g.4218 lcl c215819_g3_i2 m.4218 type:complete len:242 (+) lcl c215819_g3_i2:146-871(+),9,101-a,1,1,1,0.999,1,0.999,4,4,16,16,713-a,0.9982,1,1,1,27.3352,1,31.0398,1,29.7818,1131-a,0.8182,1,1,1,27.2364,1,31.0931,1,29.9342,53-a,1,2,2,2,55.8317,2,65.0878,2,62.1754,58-a,1,2,2,2,53.117,2,61.1032,2,58.5042,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,1377-a,0.6,1,1,1,31.7143,1,35.8116,1,34.5295,null,0,0,0,0,0,0,0,0,0,55-a,1,3,3,3,88.5347,3,99.8908,3,96.8301,711-a,0.9999,2,2,2,46.9196,2,53.5602,2,51.2843,57-a,1,2,2,2,49.6635,2,56.0755,2,54.0928,65-a,1,2,2,2,45.7354,2,51.7047,2,49.6214
lcl|c233068_g2_i3|m.18101,639,1,lcl c233068_g2_i3 g.18101  ORF lcl c233068_g2_i3 g.18101 lcl c233068_g2_i3 m.18101 type:complete len:639 (+) lcl c233068_g2_i3:53-1969(+),12,1010-a,1,1,1,0.999,1,0.999,57,52,405,364,263-a,1,23,3,26,269.1599,3,35.2659,19,214.2984,541-a,1,27,3,32,330.0767,4,47.1018,25,283.4145,511-a,1,25,3,26,274.8773,3,36.9748,22,259.0153,257-a,1,23,5,25,251.4535,5,57.852,22,243.7218,275-a,1,26,5,28,274.652,6,67.033,25,269.3385,557-a,1,31,4,34,323.2333,5,54.343,30,312.1272,223-a,1,24,4,26,312.2793,4,54.2497,24,313.8459,510-b,1,33,28,39,403.7589,34,402.8544,39,444.0982,535-a,1,34,4,39,435.8845,5,63.0505,33,403.3829,615-a,1,40,6,47,417.5771,8,81.1367,42,407.8669,595-a,1,37,6,42,394.9767,7,74.3285,36,368.7454,316-a,1,36,9,41,355.0759,10,97.9073,36,338.2641
lcl|c233068_g2_i1|m.18098,672,1,lcl c233068_g2_i1 g.18098  ORF lcl c233068_g2_i1 g.18098 lcl c233068_g2_i1 m.18098 type:complete len:672 (+) lcl c233068_g2_i1:53-2068(+),12,1010-b,1,1,1,0.999,1,0.999,51,46,363,322,262-a,1,23,3,26,255.9422,3,33.5341,19,203.7748,541-b,1,27,3,31,304.0592,3,33.5916,6,64.6792,511-b,1,24,2,25,251.3258,2,23.4394,3,33.5858,256-a,1,20,2,22,210.4127,2,22.0044,4,42.137,1017-a,0.9274,22,1,23,214.5281,1,10.6235,1,10.2445,557-b,1,28,1,30,271.2002,1,10.3349,1,9.8933,898-a,0.9515,21,1,23,262.6814,1,12.8964,1,12.4347,510-e,0,27,0,33,324.8651,0,0,0,0,535-b,1,33,3,37,393.2241,3,35.9726,6,69.7407,615-b,1,36,2,41,346.3811,2,19.2881,3,27.7027,595-b,1,33,2,38,339.8109,3,30.2908,5,48.6996,315-a,1,29,2,34,279.9934,3,27.9298,4,35.7392
lcl|c233068_g3_i4|m.18107,481,1,lcl c233068_g3_i4 g.18107  ORF lcl c233068_g3_i4 g.18107 lcl c233068_g3_i4 m.18107 type:3prime_partial len:482 (+) lcl c233068_g3_i4:171-1613(+),11,1010-c,1,1,1,0.999,1,0.999,9,9,40,40,520-b,0,4,0,4,55.0114,0,0,0,0,541-d,0.0099,2,0,2,27.4063,0,0,0,0,512-a,1,4,4,4,56.1799,4,65.4938,4,62.5631,542-b,0,4,0,4,53.4482,0,0,0,0,null,0,0,0,0,0,0,0,0,0,562-c,0.0025,1,0,1,12.6297,0,0,0,0,453-a,1,4,4,4,63.8242,4,72.0698,4,69.4898,510-f,0,6,0,6,82.521,0,0,0,0,1533-a,0.4881,1,1,1,14.8478,1,16.7523,1,16.239,743-b,0,2,0,2,23.6061,0,0,0,0,595-e,0,7,0,7,87.4533,0,0,0,0,637-b,0,5,0,5,57.5259,0,0,0,0
lcl|c233095_g1_i10|m.18140,372,1,lcl c233095_g1_i10 g.18140  ORF lcl c233095_g1_i10 g.18140 lcl c233095_g1_i10 m.18140 type:complete len:372 (+) lcl c233095_g1_i10:285-1400(+),9,1011-a,1,1,1,0.999,1,0.999,3,3,14,14,1004-a,0.9059,1,1,1,17.7826,1,20.1926,1,19.3742,1295-a,0.6556,1,1,1,17.7183,1,20.2272,1,19.4733,null,0,0,0,0,0,0,0,0,0,707-a,0.9997,2,2,2,34.5546,2,39.7499,2,38.0592,276-a,1,2,2,2,33.6987,2,38.3818,2,37.0123,null,0,0,0,0,0,0,0,0,0,785-a,0.9935,1,1,1,20.6314,1,23.2968,1,22.4628,604-a,0.9999,2,2,2,35.5668,2,40.7059,2,39.1203,null,0,0,0,0,0,0,0,0,0,616-a,1,2,2,2,30.523,2,34.843,2,33.3624,1565-a,0.4563,1,1,1,16.154,1,18.2396,1,17.5947,317-a,1,2,2,2,29.7526,2,33.6359,2,32.2806
lcl|c233142_g2_i1|m.18198,785,1,lcl c233142_g2_i1 g.18198  ORF lcl c233142_g2_i1 g.18198 lcl c233142_g2_i1 m.18198 type:complete len:785 (+) lcl c233142_g2_i1:48-2402(+),12,1012-a,1,1,1,0.999,1,0.999,8,8,40,40,264-a,1,3,3,3,25.2807,3,28.7069,3,27.5434,542-a,1,7,7,7,58.7752,7,67.0976,7,64.5969,513-a,1,2,2,2,17.2118,2,20.0653,2,19.1674,730-a,0.9994,2,2,2,16.3749,2,18.8369,2,18.0357,277-a,1,3,3,3,23.954,3,27.2829,3,26.3094,267-a,1,3,3,3,23.2161,3,26.5415,3,25.4076,224-a,1,2,2,2,19.5538,2,22.08,2,21.2895,237-a,1,2,2,2,16.8546,2,19.2899,2,18.5385,268-a,1,3,3,3,27.2935,3,30.7944,3,29.8508,801-a,0.9986,2,2,2,14.4644,2,16.5116,2,15.8099,295-a,1,5,5,5,38.2757,5,43.2174,5,41.6894,318-a,1,6,6,6,42.298,6,47.8187,6,45.8919
lcl|c233235_g3_i2|m.18302,393,1,lcl c233235_g3_i2 g.18302  ORF lcl c233235_g3_i2 g.18302 lcl c233235_g3_i2 m.18302 type:3prime_partial len:394 (+) lcl c233235_g3_i2:131-1309(+),12,1013-a,1,1,1,0.999,1,0.999,2,2,25,25,521-a,1,2,2,2,33.6647,2,38.2272,2,36.6778,543-a,1,2,2,2,33.5431,2,38.2927,2,36.8655,514-a,1,2,2,2,34.3798,2,40.0795,2,38.2861,543-a,1,2,2,2,32.7082,2,37.6259,2,36.0255,545-a,1,2,2,3,47.847,3,54.4963,3,52.5519,558-a,1,2,2,2,30.9154,2,35.3437,2,33.8336,454-a,1,2,2,2,39.0578,2,44.1038,2,42.5249,507-a,1,2,2,2,33.6663,2,38.5308,2,37.0299,536-a,1,2,2,2,36.345,2,41.0069,2,39.7504,617-a,1,2,2,2,28.892,2,32.9811,2,31.5797,596-a,1,2,2,2,30.5816,2,34.5299,2,33.3091,638-a,1,2,2,2,28.1628,2,31.8385,2,30.5557
lcl|c233287_g2_i1|m.18368,844,1,lcl c233287_g2_i1 g.18368  ORF lcl c233287_g2_i1 g.18368 lcl c233287_g2_i1 m.18368 type:complete len:844 (+) lcl c233287_g2_i1:186-2717(+),12,1014-a,1,1,1,0.999,1,0.999,29,29,122,122,268-a,1,13,13,13,101.8917,13,115.7006,13,111.0113,274-a,1,9,9,9,70.2855,9,80.2378,9,77.2473,515-a,1,9,9,9,72.0388,9,83.9818,9,80.2239,544-a,1,11,11,11,83.7662,11,96.3605,11,92.262,546-a,1,11,11,11,81.6913,11,93.0441,11,89.7242,559-a,1,13,13,13,93.5705,13,106.9733,13,102.4029,455-a,1,5,5,5,45.4672,5,51.3412,5,49.5032,242-a,1,6,6,6,47.0292,6,53.8244,6,51.7278,271-a,1,9,9,9,76.1566,9,85.925,9,83.2922,307-a,1,13,13,13,87.4461,13,99.8226,13,95.5808,597-a,1,13,13,13,92.5601,13,104.5103,13,100.8152,639-a,1,10,10,10,65.5686,10,74.1265,10,71.1397
lcl|c233306_g1_i2|m.18390,556,1,lcl c233306_g1_i2 g.18390  ORF lcl c233306_g1_i2 g.18390 lcl c233306_g1_i2 m.18390 type:complete len:556 (+) lcl c233306_g1_i2:442-2109(+),12,1015-a,1,1,1,0.999,1,0.999,28,28,152,152,522-a,1,11,11,11,130.8747,11,148.6115,11,142.5884,544-a,1,14,14,14,165.9659,14,189.4663,14,182.4048,516-a,1,10,10,10,121.5043,10,141.648,10,135.3097,545-a,1,12,12,12,138.7155,12,159.5716,12,152.7844,547-a,1,15,15,15,169.0994,15,192.5994,15,185.7273,560-a,1,11,11,11,120.1866,11,137.4018,11,131.5313,456-a,1,10,10,10,138.0371,10,155.8704,10,150.2904,508-a,1,14,14,14,166.5757,14,190.6441,14,183.2181,537-a,1,14,14,14,179.8295,14,202.8957,14,196.6788,618-a,1,15,15,15,153.1638,15,174.8415,15,167.4119,598-a,1,15,15,15,162.1211,15,183.0521,15,176.58,640-a,1,11,11,11,109.4854,11,123.7752,11,118.7879
lcl|c233334_g2_i12|m.18425,420,1,lcl c233334_g2_i12 g.18425  ORF lcl c233334_g2_i12 g.18425 lcl c233334_g2_i12 m.18425 type:5prime_partial len:420 (+) lcl c233334_g2_i12:2-1261(+),2,1016-a,1,1,1,0.999,1,0.999,2,2,3,3,523-a,1,2,2,2,31.5006,2,35.7697,2,34.32,941-a,0.939,1,1,1,15.6934,1,17.9155,1,17.2478,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0
lcl|c233430_g8_i1|m.18545,466,1,lcl c233430_g8_i1 g.18545  ORF lcl c233430_g8_i1 g.18545 lcl c233430_g8_i1 m.18545 type:complete len:466 (+) lcl c233430_g8_i1:281-1678(+),10,1017-a,1,1,1,0.9917,1,0.9917,10,10,30,30,269-a,1,4,4,4,56.7822,4,64.4776,4,61.8643,275-a,1,3,3,3,42.4327,3,48.4411,3,46.6357,517-a,1,5,5,5,72.4854,5,84.5024,5,80.7212,546-a,1,4,4,4,55.1687,4,63.4634,4,60.764,2106-a,0.249,1,1,1,13.4505,1,15.3198,1,14.7732,697-a,0.9998,2,2,2,26.0725,2,29.807,2,28.5335,1869-a,0.3131,1,1,1,16.4697,1,18.5974,1,17.9316,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,769-a,0.9998,2,2,2,24.366,2,27.8145,2,26.6326,599-a,1,4,4,4,51.5819,4,58.2415,4,56.1822,641-a,1,4,4,4,47.502,4,53.7019,4,51.5381
lcl|c233440_g1_i12|m.18566,262,1,lcl c233440_g1_i12 g.18566  ORF lcl c233440_g1_i12 g.18566 lcl c233440_g1_i12 m.18566 type:complete len:262 (+) lcl c233440_g1_i12:1098-1883(+),10,1018-a,1,1,0.9999,0.999,1,0.999,3,3,14,14,524-a,1,2,2,2,50.4971,2,57.3407,2,55.0168,545-a,1,2,2,2,50.3146,2,57.4391,2,55.2983,797-a,0.9961,1,1,1,25.7849,1,30.0596,1,28.7146,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,845-a,0.9953,1,1,1,23.1866,1,26.5078,1,25.3752,457-a,0.9986,2,1,2,58.5867,1,33.0778,2,63.7874,939-a,0.9401,1,1,1,25.2497,1,28.8981,1,27.7724,538-a,1,2,2,2,54.5176,2,61.5104,2,59.6256,1160-a,0.8935,1,1,1,21.669,1,24.7358,1,23.6847,888-a,0.9946,1,1,1,22.9362,1,25.8975,1,24.9818,1004-a,0.9538,1,1,1,21.1221,1,23.8789,1,22.9167
lcl|c233481_g5_i1|m.18601,482,1,lcl c233481_g5_i1 g.18601  ORF lcl c233481_g5_i1 g.18601 lcl c233481_g5_i1 m.18601 type:complete len:482 (+) lcl c233481_g5_i1:55-1500(+),12,1019-a,1,1,1,0.999,1,0.999,5,5,44,44,525-a,1,4,4,4,54.8973,4,62.3372,4,59.8107,546-a,1,4,4,4,54.6989,4,62.4441,4,60.1168,254-a,1,3,3,3,42.0475,3,49.0184,3,46.825,547-a,1,3,3,3,40.003,3,46.0175,3,44.0602,548-a,1,4,4,4,52.0162,4,59.245,4,57.1311,561-a,1,4,4,4,50.414,4,57.6351,4,55.1727,458-a,1,4,4,4,63.6918,4,71.9203,4,69.3456,509-a,1,3,3,3,41.1749,3,47.1242,3,45.2887,539-a,1,4,4,4,59.268,4,66.8702,4,64.8212,619-a,1,3,3,3,35.3357,3,40.3369,3,38.6228,600-a,1,4,4,4,49.8696,4,56.3082,4,54.3173,642-a,1,4,4,4,45.9252,4,51.9193,4,49.8273
lcl|c215953_g5_i6|m.4317,333,1,lcl c215953_g5_i6 g.4317  ORF lcl c215953_g5_i6 g.4317 lcl c215953_g5_i6 m.4317 type:complete len:333 (+) lcl c215953_g5_i6:70-1068(+),12,102-a,1,1,1,0.999,1,0.999,3,3,25,25,721-a,0.9976,1,1,1,19.8652,1,22.5575,1,21.6432,62-a,1,2,2,2,39.5869,2,45.1923,2,43.508,671-a,0.9996,2,2,2,40.5744,2,47.3011,2,45.1845,59-a,1,3,3,3,57.9023,3,66.6079,3,63.7749,57-a,1,3,3,3,56.468,3,64.3155,3,62.0207,58-a,1,2,2,2,36.4858,2,41.7119,2,39.9298,643-a,0.9992,2,2,2,46.0953,2,52.0504,2,50.1871,44-a,1,2,2,2,39.7323,2,45.4732,2,43.702,56-a,1,2,2,2,42.8937,2,48.3956,2,46.9127,70-a,1,3,3,3,51.1466,3,58.3855,3,55.9045,1217-a,0.8013,1,1,1,18.0459,1,20.3758,1,19.6553,66-a,1,2,2,2,33.2372,2,37.5752,2,36.0612
lcl|c233603_g4_i1|m.18756,311,1,lcl c233603_g4_i1 g.18756  ORF lcl c233603_g4_i1 g.18756 lcl c233603_g4_i1 m.18756 type:complete len:311 (+) lcl c233603_g4_i1:477-1409(+),12,1020-a,1,1,1,0.999,1,0.999,3,3,20,20,271-a,1,2,2,2,42.541,2,48.3063,2,46.3485,279-a,1,2,2,2,42.3873,2,48.3892,2,46.5857,256-a,1,2,2,2,43.4446,2,50.6471,2,48.3808,915-a,0.9662,1,1,1,20.6661,1,23.7733,1,22.7621,282-a,1,2,2,2,40.3084,2,45.9101,2,44.272,273-a,1,2,2,2,39.0668,2,44.6626,2,42.7544,228-a,1,2,2,2,49.356,2,55.7325,2,53.7373,244-a,1,2,2,2,42.543,2,48.69,2,46.7934,1002-a,0.8991,1,1,1,22.964,1,25.9095,1,25.1156,1107-a,0.9177,1,1,1,18.2549,1,20.8386,1,19.9531,796-a,0.9983,2,2,2,38.6449,2,43.6343,2,42.0915,1013-a,0.9522,1,1,1,17.7942,1,20.1166,1,19.3061
lcl|c233767_g1_i3|m.18989,165,1,lcl c233767_g1_i3 g.18989  ORF lcl c233767_g1_i3 g.18989 lcl c233767_g1_i3 m.18989 type:complete len:165 (+) lcl c233767_g1_i3:105-599(+),12,1021-a,1,1,1,0.999,1,0.999,16,16,124,124,526-a,1,9,9,11,441.0081,11,500.7757,11,480.4796,547-a,1,8,8,8,319.5742,8,364.8252,8,351.2279,518-a,1,6,6,6,245.6596,6,286.3864,6,273.5716,548-a,1,6,6,7,272.667,7,313.6629,7,300.3217,550-a,1,8,8,10,379.8758,10,432.6678,10,417.2299,563-a,1,8,8,10,368.1749,10,420.9112,10,402.9278,459-a,1,8,8,9,418.629,9,472.7125,9,455.7898,511-a,1,12,12,14,561.3095,14,642.4127,14,617.3896,541-a,1,9,9,11,476.12,11,537.1906,11,520.7306,620-a,1,11,11,13,447.3002,13,510.6077,13,488.9105,601-a,1,9,9,12,437.0391,12,493.4642,12,476.0168,643-a,1,9,9,13,436.0112,13,492.9185,13,473.0573
